Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Occupants,Fatal.Serious.Injuries,Fatal.Serious.Rate,Destroyed,Aircraft.Type
20180530X05641,Accident,GAA18CA312,2018-05-30,"Prescott, AZ",United States,342026N,1121739W,PRC,Ernest A Love Field,Non-Fatal,Substantial,Airplane,N148ME,Piper,PA 46,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The pilot’s improper fuel planning, which resulted in fuel exhaustion and the subsequent total loss of engine power.",25-09-2020,3.0,0.0,0.0,0,Piper PA 46
20180530X44625,Accident,WPR18LA156,2018-05-30,"Tonopah, NV",United States,038439N,0117232W,TPH,TONOPAH,Non-Fatal,Substantial,Airplane,N191HL,Beech,A36,No,1.0,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,Vmc,"The pilot's failure to properly lean the fuel/air mixture and to monitor critical engine parameters during the en route climb to cruise level, which resulted in excessive engine heat and oil starvation and the subsequent catastrophic engine failure.",25-09-2020,2.0,2.0,1.0,0,Beech A36
20180530X50125,Accident,WPR18FA155,2018-05-30,"Melville, NY",United States,040466N,0732325W,FRG,REPUBLIC,Fatal,Destroyed,Airplane,N62382,North American,SNJ 2,No,1.0,Reciprocating,091,Business,1.0,0.0,0.0,0.0,Vmc,"The pilot's exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall, spin, and subsequent impact with terrain.",25-09-2020,1.0,1.0,1.0,1,North American SNJ 2
20180530X60239,Accident,GAA18CA310,2018-05-30,"Kake, AK",United States,565752N,1335457W,AFE,KAKE,Non-Fatal,Substantial,Airplane,N2716X,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s failure to maintain directional control while exiting the runway after landing.
",25-09-2020,1.0,0.0,0.0,0,Cessna 180
20180531X21710,Accident,GAA18CA313,2018-05-30,"Payson, AZ",United States,341527N,1112011W,PAN,PAYSON,Non-Fatal,Substantial,Airplane,N780JA,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The pilot’s failure to maintain yaw control during a short-field takeoff in high-density altitude conditions.
",25-09-2020,3.0,0.0,0.0,0,Cessna 172
20180728X13227,Incident,WPR18WA208,2018-05-30,"Pretoria, South Africa",South Africa,253954N,0281314E,FAWB,Wonderboom Airport,Non-Fatal,Minor,Airplane,ZS-LVJ,Piper,PA28,No,2.0,Reciprocating,NUSC,,0.0,0.0,0.0,2.0,,,25-09-2020,2.0,0.0,0.0,0,Piper PA28
20180531X62344,Accident,CEN18WA203,2018-05-31,"Bosschenhoofd, Netherlands (the)",Netherlands,,,EHSE,,Fatal,Unknown,Airplane,SE-KHF,Piper,PA25,No,,,UNK,,1.0,0.0,0.0,0.0,,,25-09-2020,1.0,1.0,1.0,0,Piper PA25
20180531X14518,Accident,CEN18FA204,2018-06-01,"Midland, TX",United States,003100N,0010200W,KMAF,Midland International,Fatal,Destroyed,Airplane,N670SR,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,"An inadvertent stall, resulting in an uncontrollable descent and impact with terrain. Contributing to the accident was the high density altitude.",25-09-2020,2.0,2.0,1.0,1,Cirrus SR22
20180601X62529,Accident,ANC18LA043,2018-06-01,"Ramona, CA",United States,033219N,1165438W,RNM,RAMONA,Non-Fatal,Substantial,Airplane,N9410M,Cessna,210,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The failure of the engine-driven hydraulic pump due to the installation of improper cap screws, which resulted in a gap in the pump housing, a subsequent hydraulic leak, and the landing gear collapsing.",27-05-2021,2.0,0.0,0.0,0,Cessna 210
20180604X00158,Accident,CEN18LA209,2018-06-01,"Longview, TX",United States,032315N,0944123W,3TS0,East Side Airport,Non-Fatal,Substantial,Airplane,N72066,Luscombe,8A,No,1.0,Reciprocating,091,Flight Test,0.0,0.0,1.0,1.0,Vmc,"The pilot's failure to use carburetor heat for takeoff, which resulted in an interruption of continuous fuel flow to the engine and a loss of engine power during climb. Also causal was the lack of required placarding warning of the need to use full carburetor heat on takeoff and landing.",25-09-2020,2.0,0.0,0.0,0,Luscombe 8A
20180604X11559,Accident,GAA18CA321,2018-06-01,"Ketchikan, AK",United States,055131N,0132141W,,,Non-Fatal,Substantial,Airplane,N203KL,Dehavilland,BEAVER DHC 2,No,1.0,Reciprocating,135,,0.0,6.0,0.0,1.0,Vmc,"The pilot’s failure to maintain pitch and directional control during a water landing.
",25-09-2020,7.0,6.0,0.8571428571428571,0,Dehavilland BEAVER DHC 2
20180614X24115,Accident,GAA18CA349,2018-06-01,"Martinsville, NC",United States,363751N,0008016W,MTV,BLUE RIDGE,Non-Fatal,Substantial,Airplane,N5554X,Beech,F33A,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The airplane’s collision with a deer during takeoff.
",25-09-2020,2.0,0.0,0.0,0,Beech F33A
20180602X42328,Accident,GAA18CA323,2018-06-02,"Fuquay Varina, NC",United States,035378N,0784158W,5W5,TRIPLE W,Non-Fatal,Substantial,Airplane,N1305B,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"The flight instructor’s failure to maintain adequate clearance from overgrown brush during taxi, which resulted in entanglement with the brush and a subsequent impact with a tree.
",25-09-2020,2.0,0.0,0.0,0,Cessna 172
20180602X95130,Accident,ERA18LA157,2018-06-02,"Amagansett, NY",United States,403419N,0072429W,,,Fatal,Destroyed,Airplane,N41173,Piper,PA 31,No,2.0,Reciprocating,091,Personal,4.0,0.0,0.0,0.0,Imc,"The pilot's decision to fly under a thunderstorm and a subsequent encounter with turbulence and restricted visibility in heavy rain, which resulted in a loss of control.",25-09-2020,4.0,4.0,1.0,1,Piper PA 31
20180604X12629,Accident,GAA18CA320,2018-06-02,"Nulato, AK",United States,006500N,0159250W,,,Non-Fatal,Substantial,Airplane,N3937M,Piper,PA 12,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot’s improper landing flare, which resulted in a hard landing on upsloping terrain, and his subsequent failure to maintain adequate airspeed and his exceedance of the airplane’s critical angle of attack during an attempted go-around, which resulted in an aerodynamic stall.",25-09-2020,2.0,0.0,0.0,0,Piper PA 12
20180604X12746,Accident,ANC18LA040,2018-06-02,"Wasilla, AK",United States,612936N,1494211W,55AK,LAWRENCE AIRSTRIP,Non-Fatal,Substantial,Airplane,N624MW,Piper,PA 18-150,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,Vmc,"A total loss of engine power for reasons that could not be determined based on the available information.
",25-09-2020,1.0,0.0,0.0,0,Piper PA 18-150
20180603X14100,Accident,GAA18CA337,2018-06-03,"Kanab, UT",United States,037038N,1123153W,KNB,KANAB MUNI,Non-Fatal,Substantial,Airplane,N67WW,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s failure to maintain directional control during the landing roll.
",25-09-2020,1.0,0.0,0.0,0,Cessna 180
20180603X15352,Accident,GAA18CA319,2018-06-03,"San Diego, CA",United States,324844N,0117753W,MYF,MONTGOMERY-GIBBS EXECUTIVE,Non-Fatal,Substantial,Airplane,N786SA,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,2.0,0.0,2.0,Vmc,"The biplane pilot’s failure to see and avoid the stopped airplane.
",25-09-2020,4.0,2.0,0.5,0,Cessna 172
20180603X31024,Accident,ERA18LA158,2018-06-03,"Warsaw, KY",United States,384733N,0844629W,PVT,Private unnamed airport,Non-Fatal,Substantial,Airplane,N8698,Bellanca,7ECA,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s inadequate preflight performance planning, and his delayed decision to abort the takeoff, which resulted in a ground loop.  ",10-06-2021,1.0,0.0,0.0,0,Bellanca 7ECA
20180604X20134,Accident,CEN18LA207,2018-06-03,"Clovis, NM",United States,353022N,1031011W,CVN,Clovis,Non-Fatal,Substantial,Airplane,N66ML,Cessna,T210,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The total loss of engine power for reasons that could not be determined because examination of the engine revealed no evidence of any preimpact mechanical malfunctions or failures that would have precluded normal operation. ",25-09-2020,1.0,0.0,0.0,0,Cessna T210
20180605X00753,Accident,GAA18CA324,2018-06-04,"Talkeetna, AK",United States,622548N,1501424W,,,Non-Fatal,Substantial,Airplane,N7257D,Piper,PA 22,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"The flight instructor’s improper landing flare and failure to maintain a proper descent rate during approach, which resulted in a hard landing.  ",25-09-2020,2.0,0.0,0.0,0,Piper PA 22
20180619X51708,Accident,GAA18CA362,2018-06-04,"Healy, AK",United States,063280N,0148220W,,,Non-Fatal,Substantial,Airplane,N57787,Piper,PA18,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s overapplication of the brakes during the landing roll, which resulted in a nose-over.",25-09-2020,1.0,0.0,0.0,0,Piper PA18
20180605X85249,Accident,ERA18WA159,2018-06-05,"Rock Sound, Bahamas",Bahamas,,,MYER,Rock Sound,Fatal,Destroyed,Airplane,N421MM,Cessna,421B,No,2.0,Reciprocating,NUSN,,3.0,0.0,0.0,0.0,Unk,,25-09-2020,3.0,3.0,1.0,1,Cessna 421B
20180608X35120,Accident,WPR18WA165,2018-06-05,"Njabini, Kenya",Kenya,002522N,0362512E,,,Fatal,Destroyed,Airplane,5Y-CAC,Cessna,208,No,,,NUSC,,10.0,0.0,0.0,0.0,,,25-09-2020,10.0,10.0,1.0,1,Cessna 208
20180606X14857,Accident,CEN18WA212,2018-06-06,"La Mole, France",France,,,LFTZ,,,Substantial,Airplane,DIULI,Cessna,525,No,,,UNK,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,0.0,0,Cessna 525
20180606X52913,Accident,GAA18CA335,2018-06-06,"Gilliam, LA",United States,325016N,0935016W,LA54,GILLIAM,Non-Fatal,Substantial,Airplane,N710JT,Beech,A36,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,Vmc,"The pilot’s exceedance of the airplane’s critical angle of attack during a soft-field takeoff, which resulted in an aerodynamic stall.",25-09-2020,4.0,0.0,0.0,0,Beech A36
20180618X35711,Accident,GAA18CA357,2018-06-06,"Fairbanks, AK",United States,064390N,1473636W,,,Non-Fatal,Substantial,Airplane,N8646V,Bellanca,7ECA,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The airplane’s collision with a bird while maneuvering.",25-09-2020,1.0,0.0,0.0,0,Bellanca 7ECA
20180607X32839,Accident,CEN18LA213,2018-06-07,"Uvalde, TX",United States,292716N,0994139W,2XS7,ANNANDALE RANCH,Non-Fatal,Destroyed,Airplane,N3291X,Beech,F33A,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,Vmc,"The loose oil filter, which resulted in oil starvation and a total loss of engine power in flight. 
",25-09-2020,1.0,0.0,0.0,1,Beech F33A
20180607X61715,Accident,GAA18CA328,2018-06-07,"Arlington, WA",United States,048949N,0122948W,AWO,ARLINGTON MUNI,Non-Fatal,Substantial,Airplane,N3202H,Bellanca,7GCBC,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s overapplication of the brakes during the landing roll, which resulted in a nose-over.",25-09-2020,1.0,0.0,0.0,0,Bellanca 7GCBC
20180611X91122,Accident,CEN18LA220,2018-06-07,"Sedalia, MO",United States,384227N,0931033W,DMO,Sedalia Minicipal,Non-Fatal,Substantial,Airplane,N8775M,Beech,A23,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot’s loss of directional control during the landing rollout due to the unexpected wind shift, which resulted in a runway excursion.",25-09-2020,2.0,0.0,0.0,0,Beech A23
20180620X23140,Accident,CEN18WA234,2018-06-07,"Cajeme, Sonora, Mexico",Mexico,,,,,Fatal,Substantial,Airplane,XB-YEI,Piper,PA-25,No,,,NUSC,,1.0,0.0,0.0,0.0,,,25-09-2020,1.0,1.0,1.0,0,Piper PA-25
20180611X21625,Accident,CEN18LA221,2018-06-08,"Baton Rouge, LA",United States,303159N,0009190W,BTR,Baton Rouge Metropolitan,Non-Fatal,Substantial,Airplane,N190RS,Beech,58,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The improper insulation of the anticollision light wiring, which resulted in the ignition of combustible fuel vapors in the outboard section of the right wing; the source of the fuel leak could not be determined due to fire damage.   ",25-09-2020,1.0,0.0,0.0,0,Beech 58
20180703X30742,Accident,WPR18WA187,2018-06-08,"Moorabbin, Australia",Australia,375857S,0145546E,,,Fatal,Substantial,Airplane,VH-EWE,Cessna,172,No,,Reciprocating,091,,1.0,0.0,0.0,0.0,,,25-09-2020,1.0,1.0,1.0,0,Cessna 172
20180610X95718,Accident,ERA18LA164,2018-06-09,"Daytona Beach, FL",United States,291421N,0081444W,DAB,DAYTONA BEACH INTL,Non-Fatal,Substantial,Airplane,N21161,Piper,PA 44,No,2.0,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,Imc,"The pilots’ improper in-flight weather evaluation and decision to continue the approach, which resulted in an encounter with a thunderstorm, a loss of airplane control, and collision with terrain. Contributing to the accident was the flight instructor’s inadequate preflight weather evaluation.",24-08-2021,2.0,2.0,1.0,0,Piper PA 44
20180611X23020,Accident,ANC18FA044,2018-06-09,"Sitka, AK",United States,571018N,1351636W,,,Fatal,Substantial,Airplane,N1203A,Piper,PA18,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,"The pilot's exceedance of the airplane's critical angle of attack for unknown reason, which resulted in an aerodynamic stall and a loss of control.",03-12-2020,2.0,2.0,1.0,0,Piper PA18
20180611X50108,Accident,GAA18CA340,2018-06-09,"Hillsboro, TX",United States,032510N,0009763W,INJ,HILLSBORO MUNI,Non-Fatal,Substantial,Airplane,N363CK,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s improper landing flare, which resulted in a bounced landing and subsequent porpoise.",25-09-2020,1.0,0.0,0.0,0,Cessna 172
20180613X80108,Accident,GAA18CA345,2018-06-09,"Danbury, CT",United States,412218N,0732856W,DXR,DANBURY MUNI,Non-Fatal,Substantial,Airplane,N383ME,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"A collision with a bird during initial climb.",25-09-2020,2.0,0.0,0.0,0,Cessna 172
20201123102321,Incident,DCA21WA027,2018-06-10,"Amsterdam, Netherlands (the)",Netherlands,,,,,,Unknown,Airplane,PH-BXG,Boeing,737,No,,,NUSC,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,Boeing 737
20180610X02032,Accident,ERA18LA165,2018-06-10,"ARECIBO, PR",United States,181318N,0663527W,ABO,Antonio (Nery) Juarbe Pol Airp,Non-Fatal,Substantial,Airplane,N3889D,Cessna,182,No,1.0,Reciprocating,091,Skydiving,0.0,4.0,1.0,0.0,Vmc,"Maintenance personnel's failure to properly apply torque to the engine through bolts, which ultimately resulted in the crankshaft failure and the total loss of engine power.

",25-09-2020,5.0,4.0,0.8,0,Cessna 182
20180610X42028,Accident,CEN18FA216,2018-06-10,"Monroe, WI",United States,423740N,0893551W,EFT,Monroe Municipal,Fatal,Destroyed,Airplane,N1880B,Cessna,T182T,No,1.0,Reciprocating,091,Personal,4.0,0.0,0.0,0.0,Imc,Spatial disorientation resulting in a loss of control during the missed approach conducted in instrument meteorological conditions.  Contributing to the accident was the pilot's decision to execute an instrument approach in weather conditions that were below the approach minimums.,25-09-2020,4.0,4.0,1.0,1,Cessna T182T
20180611X23152,Accident,GAA18CA341,2018-06-10,"Marion, IA",United States,042147N,0913154W,C17,MARION,Non-Fatal,Substantial,Airplane,N4295T,Piper,PA 28,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The pilot’s improper pitch during the first landing, which resulted in a porpoise, and the failure of the nose landing gear during the second landing after a subsequent go-around.
",25-09-2020,3.0,0.0,0.0,0,Piper PA 28
20180611X35827,Accident,CEN18LA222,2018-06-10,"Santa Teresa, NM",United States,315250N,1064212W,DNA,Dona Ana County International,Non-Fatal,Substantial,Airplane,N43443,Taylorcraft,BC12 D,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot's loss of directional control during landing in gusting crosswind conditions for reasons that could not be determined based on the available information.",25-05-2021,1.0,0.0,0.0,0,Taylorcraft BC12 D
20180611X83311,Accident,GAA18CA336,2018-06-10,"Renton, WA",United States,473019N,1221310W,W36,WILL ROGERS WILEY POST MEMORIA,Non-Fatal,Substantial,Airplane,N352AM,Aviat Aircraft Inc,A 1,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s inadequate crosswind correction, which resulted in the right wing impacting the water’s surface.",25-09-2020,1.0,0.0,0.0,0,Aviat Aircraft Inc A 1
20180611X85348,Accident,DCA18CA201,2018-06-10,"Decatur, TX",United States,332029N,0973252W,,,Non-Fatal,Unknown,Airplane,N750AN,Boeing,777 223,No,2.0,Turbo Fan,121,,0.0,7.0,1.0,261.0,Unk,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,25-09-2020,269.0,7.0,0.026022304832713755,0,Boeing 777 223
20180612X85454,Accident,GAA18CA339,2018-06-10,"Benson, AZ",United States,315958N,1102129W,E95,BENSON MUNI,Non-Fatal,Substantial,Airplane,N170W,Cessna,170,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s failure to maintain directional control during landing.  ",25-09-2020,1.0,0.0,0.0,0,Cessna 170
20180618X41609,Accident,DCA18WA222,2018-06-10,"Crete, Greece",Greece,,,,,Non-Fatal,Substantial,Airplane,N276EA,Boeing,737 800,No,2.0,,121,,0.0,0.0,0.0,173.0,,,25-09-2020,173.0,0.0,0.0,0,Boeing 737 800
20180828X10530,Accident,CEN18WA355,2018-06-10,"Aude Fraisse-Cabardes, France",France,004300N,0000200E,,,Non-Fatal,Substantial,Airplane,I-DROV,Cessna,R172,No,1.0,,UNK,,0.0,2.0,0.0,0.0,,,25-09-2020,2.0,2.0,1.0,0,Cessna R172
20180611X23949,Accident,WPR18LA166,2018-06-11,"Plant City, FL",United States,002801N,0082948W,PCM,PLANT CITY AIRPORT,Non-Fatal,Substantial,Airplane,N13RF,Cessna,421C,No,2.0,Reciprocating,091,Aerial Observation,0.0,1.0,0.0,1.0,Vmc,"The pilot's delayed decision to abort the takeoff, which resulted in a runway overrun. Contributing to the accident was an engine anomaly for reasons that could not be determined based on the available information, and the pilot's failure to activate the runway lighting system before takeoff.",01-06-2021,2.0,1.0,0.5,0,Cessna 421C
20180613X91727,Accident,GAA18CA344,2018-06-11,"Arcadia, FL",United States,271150N,0815019W,X06,ARCADIA MUNI,Non-Fatal,Substantial,Airplane,N4198S,Beech,A36,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The pilot’s loss of directional control during landing due to a flat tire. ",25-09-2020,3.0,0.0,0.0,0,Beech A36
20180618X30834,Accident,DCA18CA219,2018-06-11,"Harbin, China",China,452230N,0012694E,,,Non-Fatal,Unknown,Airplane,N826AN,Boeing,787-9,No,2.0,Turbo Fan,121,,0.0,1.0,1.0,290.0,Unk,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",25-09-2020,292.0,1.0,0.003424657534246575,0,Boeing 787-9
20180613X94510,Incident,DCA18WA207,2018-06-12,"Otopeni, Romania",Romania,,,,,Non-Fatal,Unknown,Airplane,YR-BGG,Boeing,737,No,,,NUSC,,0.0,0.0,0.0,106.0,,,25-09-2020,106.0,0.0,0.0,0,Boeing 737
20180612X83327,Accident,GAA18CA338,2018-06-12,"Phoenix, AZ",United States,334123N,0112445W,DVT,PHOENIX DEER VALLEY,Non-Fatal,Substantial,Airplane,N2094B,Luscombe,8,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s improper landing flare and subsequent failure to maintain directional control during landing.
",25-09-2020,1.0,0.0,0.0,0,Luscombe 8
20180613X62240,Accident,DCA18CA209,2018-06-12,"Phoenix, AZ",United States,331537N,0112015W,KPHX,Phoenix Sky Harbor Internation,Non-Fatal,Unknown,Airplane,N8693A,Boeing,737-8H4,No,2.0,Turbo Fan,121,,0.0,0.0,1.0,5.0,Unk,a passenger bumping into a flight attendant who was holding a hot liquid.,25-09-2020,6.0,0.0,0.0,0,Boeing 737-8H4
20180619X83950,Accident,CEN18WA231,2018-06-12,"Mallorca, Spain",Spain,395533N,0025859E,,,Fatal,Substantial,Airplane,EC-GVN,Air Tractor,AT802,No,,,NUSN,,1.0,0.0,0.0,0.0,,,25-09-2020,1.0,1.0,1.0,0,Air Tractor AT802
20180613X15947,Accident,GAA18CA346,2018-06-13,"Caddo Mills, TX",United States,033210N,0961435W,7F3,CADDO MILLS MUNI,Non-Fatal,Substantial,Airplane,N82303,Piper,PA32R,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The student pilot’s failure to extend the landing gear before landing and to follow the Before Landing checklist, which resulted in an attempted go-around and subsequent hard landing. ",25-09-2020,1.0,0.0,0.0,0,Piper PA32R
20180613X43853,Accident,ERA18FA167,2018-06-13,"Springfield Township, NJ",United States,040134N,0744520W,,,Fatal,Destroyed,Airplane,N218BL,Raytheon Aircraft Company,58,No,2.0,Reciprocating,091,Positioning,2.0,0.0,0.0,0.0,Imc,A loss of control due to spatial disorientation while climbing after departure in instrument meteorological conditions. Contributing to the accident was the pilot's lack of recent instrument experience.,25-09-2020,2.0,2.0,1.0,1,Raytheon Aircraft Company 58
20180614X22730,Accident,ANC18FA045,2018-06-13,"Anchorage, AK",United States,611615N,0150338W,,,Fatal,Substantial,Airplane,N9423B,Cessna,175,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,1.0,Vmc,"The failure of both pilots to see and avoid the other airplane while in level cruise flight, which resulted in a midair collision.",25-09-2020,2.0,1.0,0.5,0,Cessna 175
20180618X44832,Accident,DCA18WA223,2018-06-14,"Zhuliany, Ukraine",Ukraine,,,,,Non-Fatal,Substantial,Airplane,UR-CPR,Mcdonnell Douglas,MD80,No,,,NUSC,,0.0,0.0,0.0,177.0,,,25-09-2020,177.0,0.0,0.0,0,Mcdonnell Douglas MD80
20180614X02948,Accident,GAA18CA360,2018-06-14,"Salem, IL",United States,383838N,0885753W,SLO,SALEM-LECKRONE,Non-Fatal,Substantial,Airplane,N98395,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,Vmc,"The student pilot’s failure to maintain clearance from a pole while taxiing the airplane on the ramp.",25-09-2020,1.0,0.0,0.0,0,Cessna 172
20180614X24757,Accident,WPR18LA209,2018-06-14,"Fort Lauderdale, FL",United States,026428N,0008093W,FLL,Fort Lauderdale/Hollywood Intl,Non-Fatal,Substantial,Airplane,N322HA,Cessna,402,No,2.0,Reciprocating,135,,0.0,0.0,0.0,4.0,Vmc,"The failure of the left starter relay, which resulted in a loss of electrical power during the flight and the failure of the T-handle from the cable led to a forced landing with the landing gear retracted.",25-05-2021,4.0,0.0,0.0,0,Cessna 402
20180614X30948,Accident,GAA18CA350,2018-06-14,"Denison, TX",United States,334315N,0964022W,GYI,NORTH TEXAS RGNL/PERRIN FIELD,Non-Fatal,Substantial,Airplane,N67404,Cessna,152,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,Vmc,"The student pilot’s improper landing flare in crosswind conditions, which resulted in a hard, bounced landing.
",25-09-2020,1.0,0.0,0.0,0,Cessna 152
20180614X33947,Accident,CEN18LA223,2018-06-14,"Eureka Springs, AR",United States,362547N,0934144W,55AR,Silver Wings Field Airport,Non-Fatal,Substantial,Airplane,N9098C,Aeronca,7BCM,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,Vmc,"The pilot’s failure to maintain adequate airspeed following a partial loss of engine power after takeoff for undetermined reasons, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall at a low altitude.",25-05-2021,1.0,0.0,0.0,0,Aeronca 7BCM
20180614X35255,Accident,ERA18LA178,2018-06-14,"Umatilla, FL",United States,285527N,0081395W,X23,Umatilla Municipal Airport,Non-Fatal,Substantial,Airplane,N56213,Piper,PA 34-200,No,2.0,Reciprocating,091,Instructional,0.0,1.0,0.0,1.0,Vmc,"Maintenance personnel ‘s failure to complete and verify the proper installation of the main landing gear (MLG) torque links’ attachment hardware, which resulted in the right MLG torque link disconnecting and the pilot’s subsequent inability to maintain directional control during the landing roll.",25-09-2020,2.0,1.0,0.5,0,Piper PA 34-200
20180614X93947,Accident,CEN18LA225,2018-06-14,"Cheyenne, WY",United States,041916N,0104476W,KCYS,Cheyenne Regional Airport,Non-Fatal,Substantial,Airplane,N4954W,Rockwell International,112TC,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"A loss of engine power for reasons that could not be determined because postaccident examination did not reveal any evidence of preimpact mechanical malfunctions or failures that would have precluded normal operation.",25-09-2020,2.0,0.0,0.0,0,Rockwell International 112TC
20180615X90139,Accident,ERA18LA168,2018-06-14,"Thomson, GA",United States,333734N,0822946W,,,Non-Fatal,Substantial,Airplane,N45TX,Stinson,L 5,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,,03-11-2021,1.0,0.0,0.0,0,Stinson L 5
20180615X20728,Accident,WPR18FA171,2018-06-15,"Hesperia, CA",United States,342222N,1171835W,L26,Hesperia Airport,Fatal,Destroyed,Airplane,N580B,Beech,A35,No,,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,The pilot's failure to maintain airplane control during an attempted return to the airport following the separation of the spinner bulkhead during takeoff as a result of fatigue cracking.  Contributing to the accident was the pilot's improper decision to fly an unairworthy airplane.,03-12-2020,2.0,2.0,1.0,1,Beech A35
20180615X30915,Accident,GAA18CA351,2018-06-15,"Big Lake, AK",United States,061328N,1494850W,BGQ,BIG LAKE,Non-Fatal,Substantial,Airplane,N9964X,Cessna,185,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s inability to maintain directional control during the landing roll due to a flat tire.",25-09-2020,1.0,0.0,0.0,0,Cessna 185
20180615X31415,Accident,CEN18FA227,2018-06-15,"Rotan, TX",United States,325443N,1003227W,,,Fatal,Destroyed,Airplane,N734BS,Cessna,172N,No,1.0,Reciprocating,091,Aerial Observation,2.0,0.0,0.0,0.0,Vmc,"The pilot's reckless decision to conduct low-level flight over a canyon, resulting in the airplane's impact with power lines and terrain.",25-09-2020,2.0,2.0,1.0,1,Cessna 172N
20180615X42947,Accident,CEN18LA226,2018-06-15,"Arrey, NM",United States,324941N,1071758W,,,Non-Fatal,Substantial,Airplane,N6672Q,Grumman Acft Eng Cor-Schweizer,G 164B,No,1.0,Reciprocating,137,Aerial Application,0.0,0.0,1.0,0.0,Vmc,"The pilot's failure to maintain clearance from a hillside during an agricultural application flight while facing the sun.
",25-09-2020,1.0,0.0,0.0,0,Grumman Acft Eng Cor-Schweizer G 164B
