Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Occupants,Fatal.Serious.Injuries,Fatal.Serious.Rate,Destroyed,Aircraft.Type
20020114X00065,Accident,FTW02LA066,2002-01-10,"ALBUQUERQUE, NM",United States,,,AEG,DOUBLE EAGLE II,Non-Fatal,Substantial,Airplane,N87WW,Piper,PA-46T,No,1.0,Turbo Prop,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Imc,Probable Cause,02-02-2009,2.0,0.0,0.0,0,Piper PA-46T
20020815X01400,Accident,FTW02WA234,2002-01-12,"EL RANCHITO, DOMINICAN REPUBLIC",Dominican Republic,18.502778,-70.833333,,,Non-Fatal,Substantial,Airplane,,Cessna,A188,No,,,"Non-U.S., Non-Commercial",Aerial Application,0.0,0.0,1.0,0.0,Vmc,Foreign,,1.0,0.0,0.0,0,Cessna A188
20020123X00101,Accident,FTW02LA067,2002-01-15,"IRAAN, TX",United States,30.905556,-101.891944,2F0,Iraan Municipal Airport,Non-Fatal,Substantial,Airplane,N509R,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,01-02-2016,1.0,0.0,0.0,0,Cessna 172
20040203X00159,Accident,FTW04WA068,2002-01-22,"Trinidad, Bolivia",Bolivia,,,,,Fatal(2),Destroyed,Airplane,,Cessna,182L,No,,,"Non-U.S., Commercial",,2.0,3.0,1.0,0.0,Vmc,Foreign,,6.0,5.0,0.8333333333333334,1,Cessna 182L
20020815X01401,Accident,FTW02WA235,2002-01-23,"HATO VIEJO, DOMINICAN REPUBLIC",Dominican Republic,19.255833,-71.168056,,,Non-Fatal,Substantial,Airplane,,Cessna,A188,No,,,"Non-U.S., Non-Commercial",Aerial Application,0.0,0.0,1.0,0.0,Vmc,Foreign,,1.0,0.0,0.0,0,Cessna A188
20020125X00135,Accident,CHI02LA069,2002-01-24,"Indianapolis, IN",United States,,,IND,Indianapolis International,Non-Fatal,Unknown,Airplane,N754NW,Mcdonnell Douglas,DC-9-41,No,2.0,Turbo Jet,Part 121: Air Carrier,,0.0,1.0,0.0,74.0,Vmc,Probable Cause,10-09-2013,75.0,1.0,0.013333333333333334,0,Mcdonnell Douglas DC-9-41
20020220X00235,Accident,WAS02WA019,2002-02-12,"SANTA ELENA, VENEZUELA",Venezuela,,,,,Non-Fatal,Substantial,Airplane,,Cessna,182,No,,,"Non-U.S., Commercial",,0.0,0.0,4.0,0.0,Vmc,Foreign,,4.0,0.0,0.0,0,Cessna 182
20020221X00240,Accident,WAS02RA021,2002-02-13,"CACKCHILA, Guatemala",Guatemala,,,,,Fatal(2),Destroyed,Airplane,,Cessna,U206,No,,,"Non-U.S., Commercial",,2.0,0.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Cessna U206
20020308X00316,Accident,MIA02WA063,2002-02-16,"PARADISE ISLAND, BAHAMAS",Bahamas,25.083333,-77.316667,,,Non-Fatal,Substantial,Airplane,N130FB,Grumman,G-73T,No,,,Part 121: Air Carrier,,0.0,0.0,0.0,6.0,Vmc,Foreign,08-03-2002,6.0,0.0,0.0,0,Grumman G-73T
20020220X00238,Accident,DEN02LA025,2002-02-17,"DURANGO, CO",United States,,,00C,Animas Air Park,Non-Fatal,Substantial,Airplane,N4642J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,Vmc,Probable Cause,08-04-2013,1.0,0.0,0.0,0,Cessna 172N
20090625X31711,Incident,DCA02RA024,2002-03-01,"Sydney, Australia",Australia,,,SDY,Sydney,Incident,Minor,Airplane,,Boeing,747,No,4.0,Turbo Fan,"Non-U.S., Commercial",,0.0,0.0,0.0,0.0,,Foreign,07-07-2009,0.0,0.0,0.0,0,Boeing 747
20020509X00646,Accident,FTW02WA140,2002-03-22,"Tegucigalpa, Honduras",Honduras,,,,,Fatal(2),Destroyed,Airplane,,Cessna,152,No,,,"Non-U.S., Non-Commercial",Instructional,2.0,0.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Cessna 152
20020404X00467,Accident,FTW02LA109,2002-03-24,"FORREST CITY, AR",United States,35.036666,-90.909444,HEE,Thompson-Robbins,Non-Fatal,Substantial,Airplane,N9454J,Cessna,188,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,01-02-2016,1.0,0.0,0.0,0,Cessna 188
20020402X00439,Accident,WAS02WA029,2002-03-28,"CHITRE, PANAMA",Panama,8.011944,-80.384722,,,Non-Fatal,Substantial,Airplane,,Cessna,340A,No,,,"Non-U.S., Commercial",,0.0,0.0,2.0,0.0,Vmc,Foreign,,2.0,0.0,0.0,0,Cessna 340A
20020403X00450,Accident,WAS02WA030,2002-03-28,"Ramstein, Germany",Germany,,,,,Fatal(1),Destroyed,Airplane,,Piper,PA-32R-301T,No,,,"Non-U.S., Non-Commercial",Personal,1.0,2.0,0.0,0.0,Vmc,Foreign,,3.0,3.0,1.0,1,Piper PA-32R-301T
20020404X00458,Accident,WAS02WA031,2002-04-01,"Newport, United Kingdom",United Kingdom,,,,,Fatal(2),Destroyed,Airplane,,Piper,PA-38-112,No,,,"Non-U.S., Non-Commercial",Personal,2.0,0.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Piper PA-38-112
20020415X00514,Accident,IAD02LA040,2002-04-03,"MOUNT HOLLY, NJ",United States,39.942777,-74.845555,VAY,SOUTH JERSEY RGNL,Non-Fatal,Substantial,Airplane,N5079J,Cessna,T310R,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,Vmc,Probable Cause,11-02-2015,2.0,1.0,0.5,0,Cessna T310R
20020509X00648,Accident,FTW02WA145,2002-04-05,"SANTA ANA, Bolivia",Bolivia,,,,,Fatal(4),Destroyed,Airplane,,Cessna,U206G,No,,,"Non-U.S., Commercial",,4.0,0.0,0.0,0.0,,Foreign,,4.0,4.0,1.0,1,Cessna U206G
20020422X00562,Accident,FTW02LA121,2002-04-13,"CONWAY, AR",United States,35.054722,-92.353889,AR88,Poe's Airport,Non-Fatal,Substantial,Airplane,N4090D,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,0.0,1.0,0.0,4.0,Vmc,Probable Cause,30-10-2016,5.0,1.0,0.2,0,Cessna 182A
20020509X00647,Accident,WAS02RA036,2002-04-24,"CATACAMAS, Honduras",Honduras,,,,,Fatal(6),Destroyed,Airplane,N7344N,Cessna,TU206G,No,,,"Non-U.S., Non-Commercial",Aerial Observation,6.0,0.0,0.0,0.0,Vmc,Foreign,,6.0,6.0,1.0,1,Cessna TU206G
20020510X00653,Accident,WAS02RA037,2002-04-27,"SAN SALVADOR, EL SALVADOR",El Salvador,,,MSLP,Dummy,Non-Fatal,Substantial,Airplane,N141WE,Mcdonnell Douglas,DC-10-40F,No,,,Part 121: Air Carrier,,0.0,0.0,0.0,5.0,Vmc,Foreign,10-05-2002,5.0,0.0,0.0,0,Mcdonnell Douglas DC-10-40F
20020509X00649,Accident,FTW02WA144,2002-05-07,"MAMAYAC, Ecuador",Ecuador,-2.058889,-77.698889,,,Fatal(4),Destroyed,Airplane,,Cessna,172,No,,,"Non-U.S., Commercial",,4.0,0.0,0.0,0.0,Vmc,Foreign,,4.0,4.0,1.0,1,Cessna 172
20020607X00829,Accident,FTW02LA168,2002-05-31,"CONWAY, AR",United States,35.080556,-92.424723,M03,Dennis Cantrell Field,Non-Fatal,Substantial,Airplane,N94769,Ercoupe,ERCO-415-E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,21-06-2011,2.0,0.0,0.0,0,Ercoupe ERCO-415-E
20020621X00955,Accident,CHI02LA170,2002-06-16,"KANSAS CITY, MO",United States,39.297777,-94.713889,MCI,Kansas City International,Non-Fatal,Substantial,Airplane,N140NJ,Mcdonnell Douglas,DC-9-82,No,2.0,Turbo Fan,Part 121: Air Carrier,,0.0,0.0,0.0,123.0,Vmc,Probable Cause,17-06-2010,123.0,0.0,0.0,0,Mcdonnell Douglas DC-9-82
20020716X01137,Accident,CHI02CA182,2002-07-04,"MONROE, MI",United States,41.94,-83.434722,TTF,CUSTER,Non-Fatal,Substantial,Airplane,N3545R,Beech,A-23-23,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-05-2003,1.0,0.0,0.0,0,Beech A-23-23
20020715X01130,Accident,CHI02CA184,2002-07-07,"LOWELL, MI",United States,42.953889,-85.343889,24C,Lowell City,Non-Fatal,Substantial,Airplane,N52WP,Piper,PA-34,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,30-12-2003,1.0,0.0,0.0,0,Piper PA-34
20020828X01473,Accident,CHI02CA250,2002-07-09,"SPARTA, IL",United States,38.148889,-89.698611,SAR,Sparta Community Airport,Non-Fatal,Substantial,Airplane,N7744B,Piper,PA-J3-C65,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,Vmc,Probable Cause,04-11-2002,2.0,0.0,0.0,0,Piper PA-J3-C65
20020716X01142,Accident,FTW02CA206,2002-07-13,"EL PASO, TX",United States,31.719723,-106.239166,T27,West Texas,Non-Fatal,Substantial,Airplane,N7791V,Aero Commander,CALLAIR A-9B,No,1.0,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,1.0,0.0,0.0,Vmc,Probable Cause,04-11-2002,1.0,1.0,1.0,0,Aero Commander CALLAIR A-9B
20020716X01141,Accident,CHI02CA191,2002-07-13,"MECOSTA, MI",United States,43.629167,-85.2625,MI,Mecosta,Non-Fatal,Substantial,Airplane,N6912S,Cessna,150H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,13-05-2003,2.0,0.0,0.0,0,Cessna 150H
20020717X01155,Accident,CHI02CA192,2002-07-16,"TOLLEY, ND",United States,48.280278,-101.280278,,,Non-Fatal,Substantial,Airplane,N4866Q,Cessna,188B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-05-2003,1.0,0.0,0.0,0,Cessna 188B
20020719X01172,Accident,CHI02CA194,2002-07-17,"BROWNING, IL",United States,40.133333,-90.366667,5K4,SCHUY-RUSH,Non-Fatal,Substantial,Airplane,N623U,Grumman,G-164,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,24-10-2002,1.0,0.0,0.0,0,Grumman G-164
20020726X01232,Accident,CHI02CA211,2002-07-18,"SPEARFISH, SD",United States,44.480278,-103.783056,SPF,Black Hills-Clyde Ice Field,Non-Fatal,Substantial,Airplane,N1373E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,Vmc,Probable Cause,09-09-2002,1.0,0.0,0.0,0,Cessna 172N
20020731X01275,Accident,CHI02CA214,2002-07-20,"LARETTO, MN",United States,45.081111,-93.668334,MN66,INGLESIDE,Non-Fatal,Substantial,Airplane,N6321B,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,Vmc,Probable Cause,13-05-2003,3.0,0.0,0.0,0,Cessna 182A
20020725X01215,Accident,FTW02WA213,2002-07-21,"Guachochi, Mexico",Mexico,26.75,-107.5,,,Fatal(6),Destroyed,Airplane,,Cessna,206,No,,,"Non-U.S., Non-Commercial",Personal,6.0,0.0,0.0,0.0,Vmc,Foreign,,6.0,6.0,1.0,1,Cessna 206
20020725X01214,Accident,FTW02WA215,2002-07-24,"Urrao, Colombia",Colombia,6.333333,-76.166667,,,Fatal(3),Destroyed,Airplane,,Cessna,T210M,No,,,"Non-U.S., Non-Commercial",Personal,3.0,3.0,0.0,0.0,Vmc,Foreign,,6.0,6.0,1.0,1,Cessna T210M
20020801X01283,Accident,CHI02CA224,2002-07-26,"MALTA, IL",United States,41.983333,-88.9,IL93,Hendrickson Flying Service,Non-Fatal,Substantial,Airplane,N2326S,Air Tractor,AT-301,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Probable Cause,09-09-2002,1.0,0.0,0.0,0,Air Tractor AT-301
20020807X01321,Accident,FTW02WA229,2002-07-28,"PUERTO PORTILLO, PERU",Peru,-10.031111,-73.093333,,,Non-Fatal,Substantial,Airplane,,Cessna,T210N,No,,,"Non-U.S., Commercial",,0.0,0.0,3.0,3.0,Vmc,Foreign,,6.0,0.0,0.0,0,Cessna T210N
20020829X01479,Accident,FTW02WA241,2002-08-12,"TINAQUILLO, VENEZUELA",Venezuela,10.503333,-68.288889,,,Non-Fatal,Substantial,Airplane,,Cessna,172N,No,,,"Non-U.S., Non-Commercial",Business,0.0,1.0,2.0,0.0,Vmc,Foreign,,3.0,1.0,0.3333333333333333,0,Cessna 172N
20020828X01471,Accident,CHI02CA248,2002-08-14,"RAY, ND",United States,48.177778,-103.642222,XXX,PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,N7634Z,Piper,PA-25-235,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,20-09-2002,1.0,0.0,0.0,0,Piper PA-25-235
20020828X01475,Accident,CHI02CA253,2002-08-17,"OHIAWA, NE",United States,40.301111,-96.803889,,,Non-Fatal,Substantial,Airplane,N8851V,Bellanca,BL-17-30A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,20-09-2002,1.0,0.0,0.0,0,Bellanca BL-17-30A
20020910X01576,Accident,ANC02FA107,2002-08-27,"KODIAK, AK",United States,57.646111,-153.307222,,,Fatal(2),Substantial,Airplane,N7300R,Cessna,A185F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,,2.0,2.0,0.0,0.0,Vmc,Probable Cause,21-05-2013,4.0,4.0,1.0,0,Cessna A185F
20020906X01543,Accident,FTW02CA249,2002-09-04,"GRAHAM, TX",United States,33.111667,-98.554167,E15,GRAHAM MUNI,Non-Fatal,Substantial,Airplane,N9855S,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,Vmc,Probable Cause,01-04-2003,1.0,0.0,0.0,0,Piper PA-28-161
20020925X05215,Accident,CHI02CA279,2002-09-06,"Brookfield, WI",United States,43.0875,-88.177778,,,Non-Fatal,Unknown,Airplane,N2601N,Cessna,120,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,0.0,1.0,Vmc,Probable Cause,25-11-2003,2.0,1.0,0.5,0,Cessna 120
20020918X05174,Accident,FTW02WA260,2002-09-09,"SAN SALVADOR, El Salvador",El Salvador,,,,,Fatal(5),Destroyed,Airplane,,Cessna,310R,No,,,"Non-U.S., Non-Commercial",Executive/Corporate,5.0,0.0,0.0,0.0,Vmc,Foreign,,5.0,5.0,1.0,1,Cessna 310R
20021018X05339,Accident,CHI02CA287,2002-09-17,"DODGE CENTER, MN",United States,44.018056,-92.831389,,,Non-Fatal,Substantial,Airplane,N2870S,Cessna,150G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-05-2003,1.0,0.0,0.0,0,Cessna 150G
20021023X05373,Accident,MIA02CA177,2002-09-21,"CHERRY POINT, NC",United States,34.9025,-76.880834,MKT,Cherry Point MCAS/Cunningham,Non-Fatal,Substantial,Airplane,N6QR,Aviat,A-1,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,16-01-2003,2.0,0.0,0.0,0,Aviat A-1
20020930X05247,Accident,MIA02CA174,2002-09-25,"PIKESVILLE, NC",United States,35.449722,-77.849722,,,Non-Fatal,Substantial,Airplane,N21689,Cessna,188B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Probable Cause,16-01-2003,1.0,0.0,0.0,0,Cessna 188B
20021021X05346,Accident,SEA02LA184,2002-09-28,"Estacada, OR",United States,45.303056,-122.359722,,,Non-Fatal,Destroyed,Airplane,N5337B,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,0.0,0.0,0.0,5.0,Vmc,Probable Cause,10-12-2014,5.0,0.0,0.0,1,Cessna 182
20021004X05280,Accident,NYC02FA200,2002-09-30,"West Creek, NJ",United States,39.665278,-74.308056,31E,Eagles Nest Airport,Fatal(1),Destroyed,Airplane,N5556Q,Mooney,M20E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,Vmc,Probable Cause,13-05-2003,1.0,1.0,1.0,1,Mooney M20E
20030919X01561,Accident,CHI03CA004,2002-10-05,"OSLO, MN",United States,48.2,-97.133333,,Cenex Co. airstrip (private),Non-Fatal,Substantial,Airplane,N3345Y,Cessna,182E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,25-11-2003,2.0,0.0,0.0,0,Cessna 182E
20021022X05359,Accident,FTW03WA012,2002-10-09,"Bogota, Colombia",Colombia,,,,,Fatal(2),Destroyed,Airplane,,Bellanca,17-30,No,,,"Non-U.S., Non-Commercial",Personal,2.0,0.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Bellanca 17-30
20021029X05398,Accident,NYC03LA004,2002-10-14,"ALBANY, NY",United States,42.666667,-74.216667,ALB,Albany International Airport,Non-Fatal,Substantial,Airplane,N847EX,De Havilland,DHC-8-102,No,2.0,Turbo Prop,Part 121: Air Carrier,,0.0,0.0,0.0,33.0,Vmc,Probable Cause,10-02-2014,33.0,0.0,0.0,0,De Havilland DHC-8-102
20021022X05362,Accident,FTW03WA014,2002-10-15,"Tarapoto, Peru",Peru,-6.427778,-77.205833,,,Fatal(2),Destroyed,Airplane,,Cessna,182F,No,,,"Non-U.S., Commercial",,2.0,2.0,0.0,0.0,Vmc,Foreign,,4.0,4.0,1.0,1,Cessna 182F
20021024X05379,Accident,ANC03CA004,2002-10-20,"WASILLA, AK",United States,61.571389,-149.540555,PAWS,WASILLA,Non-Fatal,Substantial,Airplane,N1302D,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,01-04-2003,1.0,0.0,0.0,0,Cessna 180
20021030X05407,Accident,ANC03CA006,2002-10-25,"ANCHORAGE, AK",United States,61.186944,-149.965278,Z41,Lake Hood Strip,Non-Fatal,Substantial,Airplane,N5244D,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,29-04-2003,1.0,0.0,0.0,0,Cessna 180
20021106X05437,Accident,FTW03WA021,2002-10-28,"CARABALLEDA, Venezuela",Venezuela,10.8375,-66.506111,,,Fatal(4),Destroyed,Airplane,,Piper,PA-34-200T,No,,,"Non-U.S., Non-Commercial",Personal,4.0,0.0,0.0,0.0,Imc,Foreign,,4.0,4.0,1.0,1,Piper PA-34-200T
20021105X05434,Accident,ANC03CA008,2002-10-29,"Palmer, AK",United States,61.416667,-148.55,,,Non-Fatal,Destroyed,Airplane,N878A,Piper,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,Vmc,Probable Cause,25-02-2003,3.0,0.0,0.0,1,Piper PA-22
20021106X05438,Accident,FTW03WA032,2002-11-03,"CAMBITA, Dominican Republic",Dominican Republic,10.8375,-69.919445,,,Fatal(1),Destroyed,Airplane,N74946,Piper,PA-31-350,No,,,Part 91: General Aviation,Personal,1.0,2.0,0.0,0.0,Vmc,Foreign,,3.0,3.0,1.0,1,Piper PA-31-350
20021121X05503,Accident,FTW03WA042,2002-11-11,"Polvaredas, Argentina",Argentina,,,,,Fatal(2),Destroyed,Airplane,,Piper,PA-28-236,No,,,"Non-U.S., Non-Commercial",Personal,2.0,0.0,0.0,0.0,Imc,Foreign,,2.0,2.0,1.0,1,Piper PA-28-236
20021121X05499,Accident,FTW03WA043,2002-11-15,"Gonzaga, Mexico",Mexico,29.75,-114.5,,,Fatal(2),Destroyed,Airplane,N70685,Cessna,182M,No,,,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Cessna 182M
20021122X05510,Accident,CHI03CA022,2002-11-17,"ALBION, MI",United States,42.266667,-84.716667,---,,Non-Fatal,Substantial,Airplane,N5066M,Taylorcraft,BC12-D,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,Vmc,Probable Cause,13-05-2003,2.0,0.0,0.0,0,Taylorcraft BC12-D
20021121X05504,Accident,FTW03LA041,2002-11-17,"Houston, TX",United States,30.0425,-96.027778,,,Fatal(1),Unknown,Airplane,N4794P,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,1.0,0.0,0.0,1.0,Vmc,Probable Cause,25-09-2009,2.0,1.0,0.5,0,Cessna 152
20021230X05643,Accident,FTW03FA054,2002-12-04,"Lewisville, TX",United States,33.169723,-97.032223,,,Fatal(1),Destroyed,Airplane,N402ME,Cessna,402C,No,2.0,Turbo Prop,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,Imc,Probable Cause,17-08-2012,1.0,1.0,1.0,1,Cessna 402C
20021211X05592,Accident,MIA03CA026,2002-12-08,"PENSACOLA, FL",United States,30.473334,-87.1875,PNS,Pensacola Regional Airport,Non-Fatal,Substantial,Airplane,N2585B,Piper,PA38,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-05-2003,1.0,0.0,0.0,0,Piper PA38
20030106X00018,Incident,NYC03IA030,2002-12-13,"MANASSAS, VA",United States,38.721389,-77.515556,HEF,Manassas Region,Incident,Substantial,Airplane,N141AJ,Piper,PA-601P,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Imc,Probable Cause,05-02-2013,1.0,0.0,0.0,0,Piper PA-601P
20021218X05616,Accident,MIA03CA030,2002-12-16,"CRYSTAL RIVER, FL",United States,25.867778,-82.574445,X31,CRYSTAL RIVER,Non-Fatal,Substantial,Airplane,N9852J,Cessna,A150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-05-2003,1.0,0.0,0.0,0,Cessna A150M
20021226X05636,Accident,MIA03FA034,2002-12-25,"MANTEO, NC",United States,35.900556,-75.733333,,,Fatal(1),Substantial,Airplane,N1122Y,Cessna,208B,No,1.0,Turbo Prop,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,Imc,Probable Cause,25-04-2014,1.0,1.0,1.0,0,Cessna 208B
20030106X00019,Accident,MIA03CA037,2002-12-26,"TALLAHASSEE, FL",United States,30.396389,-84.333611,TLH,TALLAHASSEE REGIONAL,Non-Fatal,Substantial,Airplane,N752CF,Piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,18-04-2003,1.0,0.0,0.0,0,Piper PA-30
20030110X00042,Accident,FTW03WA076,2003-01-03,"Santo Domingo, Dominican Republic",Dominican Republic,18.670834,-70.172223,,,Fatal(1),Destroyed,Airplane,,Beech,BE-60,No,,,"Non-U.S., Non-Commercial",Personal,1.0,1.0,0.0,0.0,Vmc,Foreign,,2.0,2.0,1.0,1,Beech BE-60
20030115X00066,Accident,MIA03CA041,2003-01-11,"EVERGLADES CITY, FL",United States,25.856111,-81.399722,X01,Everglades Airpark,Non-Fatal,Substantial,Airplane,N5629G,Cessna,150K,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,1.0,0.0,Vmc,Probable Cause,23-04-2003,2.0,1.0,0.5,0,Cessna 150K
20030127X00114,Accident,FTW03FA089,2003-01-24,"San Angelo, TX",United States,31.358333,-100.612778,TS65,Ducote Airpark,Non-Fatal,Destroyed,Airplane,N944FE,Cessna,208B,No,1.0,Turbo Prop,Part 91: General Aviation,Instructional,0.0,2.0,0.0,0.0,Vmc,Probable Cause,28-10-2011,2.0,2.0,1.0,1,Cessna 208B
20030207X00177,Accident,MIA03CA053,2003-01-26,"EVERGLADES CITY, FL",United States,25.848611,-81.39,X01,EVERGLADES,Non-Fatal,Substantial,Airplane,N9973H,Cessna,182R,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,Vmc,Probable Cause,23-04-2003,2.0,0.0,0.0,0,Cessna 182R
20030305X00289,Accident,SEA03WA033,2003-02-01,"VANCOUVER, BC, CANADA",Canada,,,,,Non-Fatal,Substantial,Airplane,N764AS,Boeing,737-400,No,,,Part 121: Air Carrier,,0.0,0.0,0.0,101.0,Vmc,Foreign,05-03-2003,101.0,0.0,0.0,0,Boeing 737-400
20090526X02836,Incident,ENG03WA007,2003-02-13,"Okinawa, Japan",Japan,,,OKA,Okinawa,Incident,Unknown,Airplane,,Boeing,747,No,4.0,Turbo Fan,"Non-U.S., Commercial",,0.0,0.0,0.0,0.0,,Foreign,10-06-2009,0.0,0.0,0.0,0,Boeing 747
20090512X15548,Accident,ENG03RA010,2003-02-13,"Caqueta Province, Colombia",Colombia,,,,,Non-Fatal,Destroyed,Airplane,N1116G,Cessna,208,No,1.0,Turbo Prop,Public Use,Public Aircraft - Federal,0.0,0.0,3.0,0.0,Vmc,Foreign,10-06-2009,3.0,0.0,0.0,1,Cessna 208
20030306X00295,Accident,FTW03WA103,2003-02-28,"COLCHANI, Bolivia",Bolivia,-19.170834,-66.501389,,,Fatal(1),Destroyed,Airplane,,Cessna,411,No,,,"Non-U.S., Commercial",,1.0,4.0,0.0,0.0,Vmc,Foreign,,5.0,5.0,1.0,1,Cessna 411
20030315X00341,Accident,LAX03LA105,2003-03-03,"TRACY, CA",United States,37.649444,-121.375,KTCY,Tracy,Non-Fatal,Substantial,Airplane,N132JH,Aero Commander,690A,No,2.0,Turbo Prop,Part 91: General Aviation,Business,0.0,1.0,0.0,3.0,Vmc,Probable Cause,19-03-2009,4.0,1.0,0.25,0,Aero Commander 690A
20030414X00492,Accident,FTW03WA128,2003-03-09,"Ocana, Colombia",Colombia,7.669445,-72.5875,,,Fatal(5),Destroyed,Airplane,,Cessna,R172HP,No,,,"Non-U.S., Commercial",,5.0,0.0,0.0,0.0,Vmc,Foreign,,5.0,5.0,1.0,1,Cessna R172HP
20030325X00386,Accident,ATL03FA064,2003-03-21,"Monroe, GA",United States,33.866667,-83.730556,,,Fatal(2),Destroyed,Airplane,N219ME,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,2.0,0.0,0.0,0.0,Vmc,Probable Cause,02-07-2009,2.0,2.0,1.0,1,Cessna 172S
20030407X00444,Accident,MIA03CA091,2003-03-27,"JAY, FL",United States,30.840555,-87.105833,FD82,Porter STOLport,Non-Fatal,Substantial,Airplane,N366X,Maule,M-5-235C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,25-11-2003,1.0,0.0,0.0,0,Maule M-5-235C
